"","Suburb","Bathroom","Car","Bedroom","med_price"
"1","Abbotsford",1,0,2,1050000
"2","Abbotsford",1,0,3,1317500
"3","Abbotsford",1,1,1,470000
"4","Abbotsford",1,1,2,820000
"5","Abbotsford",1,1,3,1265000
"6","Abbotsford",1,2,2,1473000
"7","Abbotsford",1,2,3,1348500
"8","Abbotsford",2,0,3,1315000
"9","Abbotsford",2,0,4,1876000
"10","Abbotsford",2,1,2,985000
"11","Abbotsford",2,1,3,1195000
"12","Abbotsford",2,2,2,1135000
"13","Abbotsford",2,2,3,1152500
"14","Abbotsford",2,2,4,1330000
"15","Abbotsford",3,1,3,1447500
"16","Aberfeldie",1,1,1,380000
"17","Aberfeldie",1,1,2,470000
"18","Aberfeldie",1,1,3,958000
"19","Aberfeldie",1,2,2,1187500
"20","Aberfeldie",2,1,3,1435000
"21","Aberfeldie",2,1,4,1650000
"22","Aberfeldie",2,2,2,1346000
"23","Aberfeldie",2,2,3,1350000
"24","Aberfeldie",2,2,4,1470000
"25","Aberfeldie",2,2,5,1825000
"26","Aberfeldie",2,4,4,2600000
"27","Aberfeldie",3,1,3,1300000
"28","Aberfeldie",3,2,3,1520000
"29","Aberfeldie",3,2,4,1646000
"30","Aberfeldie",3,2,5,2905000
"31","Aberfeldie",3,3,4,1436000
"32","Aberfeldie",4,4,4,3900000
"33","Aberfeldie",4,4,5,1830000
"34","Airport West",1,1,2,522500
"35","Airport West",1,1,3,730000
"36","Airport West",1,2,3,817500
"37","Airport West",1,3,2,650000
"38","Airport West",1,5,3,790000
"39","Airport West",1,6,3,895000
"40","Airport West",2,1,2,540000
"41","Airport West",2,1,3,825000
"42","Airport West",2,1,4,877500
"43","Airport West",2,2,3,720000
"44","Airport West",2,3,4,9e+05
"45","Airport West",2,3,5,1025000
"46","Airport West",2,5,3,1042000
"47","Airport West",2,5,4,1220000
"48","Airport West",3,2,3,810000
"49","Airport West",3,2,6,797500
"50","Airport West",3,3,3,845000
"51","Airport West",3,4,5,773000
"52","Albanvale",1,2,3,506000
"53","Albanvale",1,2,4,560000
"54","Albanvale",1,3,3,555000
"55","Albert Park",1,0,1,713750
"56","Albert Park",1,0,2,1298750
"57","Albert Park",1,1,1,1100000
"58","Albert Park",1,1,2,2110000
"59","Albert Park",1,1,3,1850000
"60","Albert Park",2,0,3,2850000
"61","Albert Park",2,1,3,2140000
"62","Albert Park",2,1,4,3517500
"63","Albert Park",2,2,3,1555000
"64","Albert Park",3,1,4,3200000
"65","Albert Park",3,2,6,3e+06
"66","Albion",1,0,2,730000
"67","Albion",1,0,3,705000
"68","Albion",1,1,1,192500
"69","Albion",1,1,2,420000
"70","Albion",1,1,3,6e+05
"71","Albion",1,2,2,710000
"72","Albion",1,2,3,732500
"73","Albion",1,2,4,816000
"74","Albion",1,3,3,787000
"75","Albion",2,1,4,820000
"76","Albion",2,2,3,596500
"77","Albion",2,3,3,730000
"78","Albion",2,5,4,8e+05
"79","Albion",2,7,3,560000
"80","Alphington",1,1,1,330000
"81","Alphington",1,1,2,512000
"82","Alphington",1,1,3,1017500
"83","Alphington",1,2,3,1550000
"84","Alphington",1,2,4,1757000
"85","Alphington",2,1,4,1646250
"86","Alphington",2,2,4,1900000
"87","Alphington",2,3,2,805000
"88","Alphington",2,3,4,2085000
"89","Alphington",2,4,3,2e+06
"90","Alphington",4,4,5,2840000
"91","Altona",1,1,2,484000
"92","Altona",1,1,3,942500
"93","Altona",1,2,2,630000
"94","Altona",1,2,3,940000
"95","Altona",1,2,4,845000
"96","Altona",1,4,3,1170000
"97","Altona",2,1,2,718500
"98","Altona",2,1,3,7e+05
"99","Altona",2,2,3,827500
"100","Altona",2,2,4,935000
"101","Altona",2,3,3,913000
"102","Altona",3,3,5,1525000
"103","Altona",3,4,5,1480000
"104","Altona",3,6,4,1780000
"105","Altona Meadows",1,1,4,6e+05
"106","Altona Meadows",1,2,3,610000
"107","Altona Meadows",1,4,3,632500
"108","Altona Meadows",2,1,3,541500
"109","Altona Meadows",2,2,4,761000
"110","Altona Meadows",2,4,3,718000
"111","Altona Meadows",2,4,4,8e+05
"112","Altona North",1,1,2,421000
"113","Altona North",1,1,3,588000
"114","Altona North",1,2,3,744500
"115","Altona North",1,3,3,840000
"116","Altona North",1,4,3,870000
"117","Altona North",1,4,4,1200000
"118","Altona North",1,5,3,860000
"119","Altona North",2,1,3,825500
"120","Altona North",2,2,3,830000
"121","Altona North",2,2,5,620000
"122","Altona North",2,3,3,825000
"123","Altona North",2,4,4,693000
"124","Altona North",2,5,4,805000
"125","Altona North",3,6,5,1085000
"126","Ardeer",1,2,3,627000
"127","Ardeer",1,3,3,632500
"128","Ardeer",1,4,4,624000
"129","Ardeer",2,2,3,730000
"130","Ardeer",2,2,4,740000
"131","Armadale",1,0,1,405000
"132","Armadale",1,0,2,810000
"133","Armadale",1,0,3,2385000
"134","Armadale",1,1,1,480000
"135","Armadale",1,1,2,704000
"136","Armadale",1,1,3,1245000
"137","Armadale",1,2,2,893000
"138","Armadale",1,2,3,1590000
"139","Armadale",1,2,4,2912500
"140","Armadale",2,1,2,1128000
"141","Armadale",2,1,3,1800000
"142","Armadale",2,1,4,4060000
"143","Armadale",2,2,2,1726000
"144","Armadale",2,2,3,1899000
"145","Armadale",2,2,4,3950500
"146","Armadale",3,1,3,1715000
"147","Armadale",3,2,4,3625000
"148","Armadale",3,3,4,4200000
"149","Armadale",3,4,5,5525000
"150","Armadale",4,2,4,3200000
"151","Ascot Vale",1,0,2,950000
"152","Ascot Vale",1,0,3,1148000
"153","Ascot Vale",1,1,1,390000
"154","Ascot Vale",1,1,2,730000
"155","Ascot Vale",1,1,3,1175000
"156","Ascot Vale",1,1,4,1117500
"157","Ascot Vale",1,2,2,615000
"158","Ascot Vale",1,2,3,970000
"159","Ascot Vale",1,2,4,1315000
"160","Ascot Vale",1,3,2,705000
"161","Ascot Vale",2,0,4,1430000
"162","Ascot Vale",2,1,2,865000
"163","Ascot Vale",2,1,3,1070000
"164","Ascot Vale",2,1,4,1610000
"165","Ascot Vale",2,2,2,1101500
"166","Ascot Vale",2,2,3,1082000
"167","Ascot Vale",2,2,4,1315500
"168","Ascot Vale",2,3,3,870000
"169","Ascot Vale",2,4,4,1705000
"170","Ascot Vale",2,5,4,1100000
"171","Ascot Vale",3,1,3,1220000
"172","Ascot Vale",3,1,4,1850000
"173","Ascot Vale",3,2,4,1640000
"174","Ascot Vale",3,2,5,1325000
"175","Ascot Vale",3,2,6,2337500
"176","Ascot Vale",3,3,5,2100000
"177","Ashburton",1,1,2,1440000
"178","Ashburton",1,1,3,1532500
"179","Ashburton",1,2,3,1710000
"180","Ashburton",1,3,3,1620000
"181","Ashburton",1,4,3,1555000
"182","Ashburton",2,1,4,1650000
"183","Ashburton",2,2,3,1536500
"184","Ashburton",2,2,4,1950000
"185","Ashburton",2,2,5,2850500
"186","Ashburton",2,3,3,2064750
"187","Ashburton",2,3,4,1860000
"188","Ashburton",2,4,4,1800000
"189","Ashburton",3,2,3,1100000
"190","Ashburton",3,2,4,1920000
"191","Ashburton",3,4,3,2050000
"192","Ashburton",3,4,5,1600000
"193","Ashburton",4,2,6,2752000
"194","Ashburton",5,2,5,3510000
"195","Ashburton",7,4,9,2950000
"196","Ashwood",1,1,2,756000
"197","Ashwood",1,1,3,1365000
"198","Ashwood",1,2,2,830000
"199","Ashwood",1,2,3,1575000
"200","Ashwood",1,3,3,1150000
"201","Ashwood",2,1,3,855000
"202","Ashwood",2,1,4,1475000
"203","Ashwood",2,2,2,1500000
"204","Ashwood",2,2,3,980250
"205","Ashwood",2,2,4,1300000
"206","Ashwood",2,3,3,1631000
"207","Ashwood",2,3,4,1540000
"208","Ashwood",2,4,3,1157500
"209","Ashwood",3,2,4,1525000
"210","Ashwood",3,2,5,1529500
"211","Ashwood",3,3,4,1680000
"212","Aspendale",1,2,3,890000
"213","Aspendale",2,1,3,1095000
"214","Aspendale",2,2,3,805000
"215","Aspendale",2,2,4,955000
"216","Aspendale",2,4,3,1070000
"217","Aspendale Gardens",1,2,3,811250
"218","Aspendale Gardens",2,2,4,867500
"219","Attwood",1,2,4,714000
"220","Attwood",2,2,4,877500
"221","Attwood",2,3,4,820000
"222","Avondale Heights",1,1,2,466750
"223","Avondale Heights",1,1,3,750000
"224","Avondale Heights",1,2,3,740000
"225","Avondale Heights",1,3,3,875000
"226","Avondale Heights",2,1,3,765000
"227","Avondale Heights",2,1,4,934000
"228","Avondale Heights",2,2,3,805000
"229","Avondale Heights",2,2,4,767500
"230","Avondale Heights",2,3,5,8e+05
"231","Avondale Heights",3,1,3,979250
"232","Avondale Heights",3,1,4,9e+05
"233","Avondale Heights",3,2,4,1200000
"234","Avondale Heights",3,3,4,950000
"235","Bacchus Marsh",2,2,3,412000
"236","Balaclava",1,0,2,750500
"237","Balaclava",1,1,2,488250
"238","Balaclava",1,1,3,1193000
"239","Balaclava",1,2,2,712500
"240","Balaclava",2,1,3,1819000
"241","Balaclava",2,2,3,1690000
"242","Balaclava",2,2,4,1550000
"243","Balwyn",1,0,3,1720000
"244","Balwyn",1,1,1,2100000
"245","Balwyn",1,1,2,725000
"246","Balwyn",1,1,3,1700000
"247","Balwyn",1,2,2,1053000
"248","Balwyn",1,2,3,1712500
"249","Balwyn",2,1,2,830000
"250","Balwyn",2,1,3,3401000
"251","Balwyn",2,1,4,2155000
"252","Balwyn",2,2,3,1800000
"253","Balwyn",2,2,4,2294000
"254","Balwyn",2,2,5,2800500
"255","Balwyn",2,3,3,1750000
"256","Balwyn",2,3,5,2360000
"257","Balwyn",2,4,3,2330000
"258","Balwyn",2,4,4,3270000
"259","Balwyn",3,1,3,1680000
"260","Balwyn",3,2,4,2600000
"261","Balwyn",3,2,5,2685000
"262","Balwyn",4,2,4,3050000
"263","Balwyn",4,2,5,3350000
"264","Balwyn",4,3,5,3600000
"265","Balwyn",4,7,6,4e+06
"266","Balwyn",5,2,5,2750000
"267","Balwyn North",1,1,2,862500
"268","Balwyn North",1,1,3,1145000
"269","Balwyn North",1,1,4,2050000
"270","Balwyn North",1,2,2,1450000
"271","Balwyn North",1,2,3,1651000
"272","Balwyn North",1,4,3,1480000
"273","Balwyn North",2,1,3,1388800
"274","Balwyn North",2,1,4,1531000
"275","Balwyn North",2,1,5,1940000
"276","Balwyn North",2,2,3,1325000
"277","Balwyn North",2,2,4,1900000
"278","Balwyn North",2,2,5,2175000
"279","Balwyn North",2,3,3,1900000
"280","Balwyn North",2,3,4,1825000
"281","Balwyn North",2,3,5,1560000
"282","Balwyn North",2,4,4,1850000
"283","Balwyn North",2,4,5,1730000
"284","Balwyn North",2,5,3,1700000
"285","Balwyn North",2,5,4,2e+06
"286","Balwyn North",2,7,4,3200000
"287","Balwyn North",3,1,3,1230000
"288","Balwyn North",3,1,4,2520000
"289","Balwyn North",3,2,3,1950000
"290","Balwyn North",3,2,4,1890000
"291","Balwyn North",3,2,5,1950000
"292","Balwyn North",3,3,4,1450000
"293","Balwyn North",3,3,5,2600000
"294","Balwyn North",3,4,4,2e+06
"295","Balwyn North",3,4,5,1683000
"296","Balwyn North",4,2,3,3250000
"297","Balwyn North",4,2,4,3690000
"298","Balwyn North",4,2,5,3225000
"299","Balwyn North",4,3,4,2540000
"300","Balwyn North",4,4,5,3960000
"301","Balwyn North",5,4,5,4e+06
"302","Bayswater",1,1,2,520000
"303","Bayswater",1,1,3,606000
"304","Bayswater",1,2,3,787000
"305","Bayswater",1,10,4,925000
"306","Bayswater",2,0,4,916500
"307","Bayswater",2,1,3,670000
"308","Bayswater",2,2,3,862000
"309","Bayswater",2,2,5,930000
"310","Bayswater",2,4,4,705000
"311","Bayswater",3,2,4,860000
"312","Bayswater",3,4,3,910000
"313","Bayswater",3,6,5,822000
"314","Bayswater North",2,0,3,616000
"315","Bayswater North",2,2,3,743000
"316","Bayswater North",2,2,4,9e+05
"317","Beaconsfield",2,2,4,670000
"318","Beaconsfield Upper",2,2,4,675000
"319","Beaumaris",1,2,3,1354000
"320","Beaumaris",1,3,3,1730000
"321","Beaumaris",1,4,2,1470000
"322","Beaumaris",2,2,4,1957500
"323","Beaumaris",2,3,4,1820000
"324","Beaumaris",3,2,3,1850000
"325","Beaumaris",3,2,4,2200000
"326","Beaumaris",3,2,6,2700000
"327","Beaumaris",3,4,4,1880000
"328","Beaumaris",4,2,6,1776000
"329","Beaumaris",4,4,5,3778000
"330","Bellfield",1,1,2,906000
"331","Bellfield",1,2,3,709000
"332","Bellfield",1,3,3,1113000
"333","Bellfield",2,1,3,720000
"334","Bellfield",2,2,3,795000
"335","Bellfield",2,3,3,894000
"336","Bentleigh",1,1,2,702500
"337","Bentleigh",1,1,3,1251500
"338","Bentleigh",1,2,2,910000
"339","Bentleigh",1,2,3,1232500
"340","Bentleigh",1,3,2,820000
"341","Bentleigh",1,4,3,1187500
"342","Bentleigh",1,5,3,1281000
"343","Bentleigh",2,1,2,670000
"344","Bentleigh",2,1,3,1345000
"345","Bentleigh",2,1,4,1300000
"346","Bentleigh",2,2,2,1535000
"347","Bentleigh",2,2,3,1281500
"348","Bentleigh",2,2,4,1454500
"349","Bentleigh",2,2,5,1500000
"350","Bentleigh",2,3,2,855000
"351","Bentleigh",2,3,4,1553500
"352","Bentleigh",2,4,4,1862500
"353","Bentleigh",3,2,3,1435000
"354","Bentleigh",3,2,4,1750000
"355","Bentleigh",3,2,5,2239000
"356","Bentleigh",3,2,6,1900000
"357","Bentleigh",3,3,4,1320000
"358","Bentleigh",3,3,5,2275000
"359","Bentleigh",3,4,4,1410000
"360","Bentleigh",4,2,4,2620000
"361","Bentleigh East",1,1,1,380000
"362","Bentleigh East",1,1,2,677500
"363","Bentleigh East",1,1,3,1146000
"364","Bentleigh East",1,1,4,1365000
"365","Bentleigh East",1,2,2,883000
"366","Bentleigh East",1,2,3,1035000
"367","Bentleigh East",1,2,4,1370000
"368","Bentleigh East",1,3,2,1430000
"369","Bentleigh East",1,3,3,1115000
"370","Bentleigh East",1,4,3,1245000
"371","Bentleigh East",1,4,4,1600000
"372","Bentleigh East",2,1,2,773500
"373","Bentleigh East",2,1,3,865000
"374","Bentleigh East",2,1,4,1072500
"375","Bentleigh East",2,2,0,830000
"376","Bentleigh East",2,2,2,562500
"377","Bentleigh East",2,2,3,1037500
"378","Bentleigh East",2,2,4,1371000
"379","Bentleigh East",2,2,5,1247500
"380","Bentleigh East",2,3,3,1188000
"381","Bentleigh East",2,3,4,1032500
"382","Bentleigh East",2,4,5,950000
"383","Bentleigh East",2,5,4,1655000
"384","Bentleigh East",3,1,3,791000
"385","Bentleigh East",3,1,4,1060000
"386","Bentleigh East",3,2,3,1155000
"387","Bentleigh East",3,2,4,1515000
"388","Bentleigh East",3,2,5,1550000
"389","Bentleigh East",3,3,4,1370000
"390","Bentleigh East",3,3,5,1800000
"391","Bentleigh East",4,2,4,1325000
"392","Bentleigh East",5,2,5,2055000
"393","Berwick",1,2,3,620000
"394","Berwick",2,1,3,530000
"395","Berwick",2,2,3,690000
"396","Berwick",2,2,4,723500
"397","Berwick",3,2,4,975000
"398","Berwick",4,2,4,950000
"399","Berwick",5,2,4,920000
"400","Black Rock",1,1,2,739500
"401","Black Rock",2,1,4,1980000
"402","Black Rock",2,2,3,1080000
"403","Black Rock",3,2,4,1950000
"404","Blackburn",1,1,2,485000
"405","Blackburn",1,1,3,1115000
"406","Blackburn",1,2,3,1085000
"407","Blackburn",2,2,3,1050000
"408","Blackburn",2,2,4,1575000
"409","Blackburn",2,3,3,1390000
"410","Blackburn",2,3,4,1865000
"411","Blackburn",3,2,5,1900000
"412","Blackburn",3,4,4,1695000
"413","Blackburn North",1,1,2,706000
"414","Blackburn North",1,3,4,1375000
"415","Blackburn North",2,1,3,1030000
"416","Blackburn North",2,1,4,1280000
"417","Blackburn North",2,2,3,9e+05
"418","Blackburn North",2,2,4,1362500
"419","Blackburn North",2,2,5,990000
"420","Blackburn North",3,2,4,980000
"421","Blackburn North",4,6,5,1570000
"422","Blackburn South",1,1,2,615000
"423","Blackburn South",1,2,3,1157000
"424","Blackburn South",2,1,3,952000
"425","Blackburn South",2,1,4,1400000
"426","Blackburn South",2,2,3,1098000
"427","Blackburn South",2,2,4,1239500
"428","Blackburn South",3,2,4,1233500
"429","Blackburn South",3,2,5,1955000
"430","Bonbeach",1,2,3,920000
"431","Bonbeach",2,2,3,900500
"432","Bonbeach",2,2,4,1120000
"433","Bonbeach",2,3,3,1031000
"434","Bonbeach",3,2,4,1830000
"435","Boronia",1,1,3,664500
"436","Boronia",1,1,4,728000
"437","Boronia",1,2,3,775000
"438","Boronia",1,2,4,765000
"439","Boronia",1,3,4,783000
"440","Boronia",2,2,3,740000
"441","Boronia",2,2,4,775000
"442","Boronia",2,4,4,885000
"443","Botanic Ridge",2,2,4,750000
"444","Box Hill",1,0,3,1760000
"445","Box Hill",1,1,2,649000
"446","Box Hill",1,1,3,1049000
"447","Box Hill",1,1,4,857000
"448","Box Hill",1,2,2,1820000
"449","Box Hill",1,2,3,1500000
"450","Box Hill",2,1,2,465000
"451","Box Hill",2,1,3,822500
"452","Box Hill",2,1,4,1691250
"453","Box Hill",2,2,3,1715000
"454","Box Hill",2,2,4,1645000
"455","Box Hill",2,3,3,1560000
"456","Box Hill",3,2,4,2128888
"457","Box Hill",3,2,5,1900000
"458","Box Hill",3,5,6,4600000
"459","Box Hill",4,4,4,1670000
"460","Braybrook",1,0,3,733500
"461","Braybrook",1,1,2,617500
"462","Braybrook",1,1,3,662500
"463","Braybrook",1,2,2,590000
"464","Braybrook",1,2,3,818500
"465","Braybrook",1,3,3,680000
"466","Braybrook",1,4,2,868000
"467","Braybrook",2,1,3,565000
"468","Braybrook",2,1,4,610000
"469","Braybrook",2,2,3,730000
"470","Braybrook",2,2,4,866000
"471","Braybrook",3,2,4,1e+06
"472","Briar Hill",1,1,2,673750
"473","Briar Hill",1,1,3,785000
"474","Briar Hill",1,2,3,835000
"475","Briar Hill",2,2,3,825000
"476","Briar Hill",3,3,4,1030000
"477","Brighton",1,0,2,1410000
"478","Brighton",1,1,1,377500
"479","Brighton",1,1,2,8e+05
"480","Brighton",1,1,3,2363000
"481","Brighton",1,2,2,1037000
"482","Brighton",1,2,3,1390000
"483","Brighton",1,2,4,2405000
"484","Brighton",1,3,3,1258500
"485","Brighton",2,1,2,986250
"486","Brighton",2,1,3,1785000
"487","Brighton",2,1,4,2255000
"488","Brighton",2,2,2,1300000
"489","Brighton",2,2,3,1925000
"490","Brighton",2,2,4,2710000
"491","Brighton",2,2,5,2681250
"492","Brighton",2,3,4,1761000
"493","Brighton",2,4,3,2562500
"494","Brighton",2,4,4,2800000
"495","Brighton",3,1,4,2827500
"496","Brighton",3,2,3,2050000
"497","Brighton",3,2,4,3147944
"498","Brighton",3,2,5,2730000
"499","Brighton",3,3,4,1850000
"500","Brighton",3,4,4,3700000
"501","Brighton",3,4,5,5150000
"502","Brighton",4,2,4,2975000
"503","Brighton",4,2,5,4400000
"504","Brighton",4,4,4,4050000
"505","Brighton",5,2,5,2100000
"506","Brighton East",1,1,1,340000
"507","Brighton East",1,1,2,839000
"508","Brighton East",1,1,3,1282500
"509","Brighton East",1,1,4,1920000
"510","Brighton East",1,2,2,1262000
"511","Brighton East",1,2,3,1355000
"512","Brighton East",1,2,4,1592500
"513","Brighton East",1,3,3,1730000
"514","Brighton East",2,0,5,1915000
"515","Brighton East",2,1,2,1530000
"516","Brighton East",2,1,3,972000
"517","Brighton East",2,1,4,1700000
"518","Brighton East",2,2,3,1301000
"519","Brighton East",2,2,4,2200000
"520","Brighton East",2,2,5,2e+06
"521","Brighton East",2,3,3,1600000
"522","Brighton East",2,3,5,2350000
"523","Brighton East",2,4,4,2050000
"524","Brighton East",2,5,5,1425000
"525","Brighton East",3,2,3,1590000
"526","Brighton East",3,2,4,1780000
"527","Brighton East",3,2,5,2e+06
"528","Brighton East",3,3,5,2050000
"529","Brighton East",3,4,4,1550000
"530","Brighton East",4,2,3,1750800
"531","Brighton East",4,2,4,3300000
"532","Brighton East",4,4,4,2820000
"533","Brighton East",5,3,5,3207000
"534","Broadmeadows",1,0,3,518500
"535","Broadmeadows",1,1,2,540000
"536","Broadmeadows",1,1,3,475000
"537","Broadmeadows",1,2,3,622500
"538","Broadmeadows",1,2,4,582500
"539","Broadmeadows",1,3,3,642500
"540","Broadmeadows",1,4,3,665000
"541","Broadmeadows",1,4,4,706000
"542","Broadmeadows",2,0,3,620000
"543","Broadmeadows",2,2,3,540000
"544","Broadmeadows",2,2,4,631000
"545","Broadmeadows",2,3,3,465000
"546","Brookfield",2,2,4,456000
"547","Brookfield",2,4,4,538000
"548","Brooklyn",1,1,2,372100
"549","Brooklyn",1,2,2,515000
"550","Brooklyn",2,2,3,663000
"551","Brunswick",1,0,2,930000
"552","Brunswick",1,0,3,1187000
"553","Brunswick",1,0,4,1166000
"554","Brunswick",1,1,1,394000
"555","Brunswick",1,1,2,679750
"556","Brunswick",1,1,3,1117500
"557","Brunswick",1,1,4,1425000
"558","Brunswick",1,2,2,840000
"559","Brunswick",1,2,3,1097500
"560","Brunswick",1,2,4,1400000
"561","Brunswick",1,3,3,1020000
"562","Brunswick",1,4,3,1925000
"563","Brunswick",1,6,3,1260000
"564","Brunswick",2,0,3,1435000
"565","Brunswick",2,0,4,1320000
"566","Brunswick",2,1,2,754000
"567","Brunswick",2,1,3,958000
"568","Brunswick",2,1,4,1500000
"569","Brunswick",2,2,3,955000
"570","Brunswick",2,2,4,1820000
"571","Brunswick",2,2,5,2015000
"572","Brunswick",2,3,3,1691500
"573","Brunswick",2,3,4,1800000
"574","Brunswick",2,4,4,1385000
"575","Brunswick",3,1,3,680000
"576","Brunswick",3,1,4,1651250
"577","Brunswick",3,1,5,1585000
"578","Brunswick",3,2,4,1782500
"579","Brunswick",3,4,5,2545000
"580","Brunswick",3,6,4,1790000
"581","Brunswick East",1,0,1,290000
"582","Brunswick East",1,0,2,1047500
"583","Brunswick East",1,1,1,355250
"584","Brunswick East",1,1,2,638000
"585","Brunswick East",1,1,3,1050000
"586","Brunswick East",1,1,4,1815000
"587","Brunswick East",1,2,2,970000
"588","Brunswick East",1,2,3,1318000
"589","Brunswick East",1,2,4,1310000
"590","Brunswick East",1,3,3,1500000
"591","Brunswick East",2,0,3,1679000
"592","Brunswick East",2,1,2,702500
"593","Brunswick East",2,1,3,959000
"594","Brunswick East",2,1,4,2300000
"595","Brunswick East",2,2,3,1325000
"596","Brunswick East",2,2,4,1380000
"597","Brunswick East",3,2,3,1312000
"598","Brunswick East",3,2,4,1895000
"599","Brunswick East",4,2,5,1475000
"600","Brunswick West",1,0,1,3e+05
"601","Brunswick West",1,0,2,825000
"602","Brunswick West",1,0,3,955000
"603","Brunswick West",1,1,1,285000
"604","Brunswick West",1,1,2,465500
"605","Brunswick West",1,1,3,1047500
"606","Brunswick West",1,1,5,1075000
"607","Brunswick West",1,2,2,1225000
"608","Brunswick West",1,2,3,1211000
"609","Brunswick West",1,2,4,1150000
"610","Brunswick West",2,1,3,1100000
"611","Brunswick West",2,2,3,1085000
"612","Brunswick West",2,2,4,1250000
"613","Brunswick West",2,2,5,1350000
"614","Brunswick West",2,3,4,1500000
"615","Brunswick West",2,3,5,1200000
"616","Brunswick West",2,4,3,1010000
"617","Brunswick West",3,1,3,645000
"618","Brunswick West",3,1,7,1205000
"619","Brunswick West",3,2,4,970000
"620","Bulleen",1,1,2,903000
"621","Bulleen",1,1,3,967500
"622","Bulleen",1,2,2,599900
"623","Bulleen",1,2,3,851000
"624","Bulleen",1,2,4,1262500
"625","Bulleen",2,1,3,990000
"626","Bulleen",2,1,4,1188500
"627","Bulleen",2,2,3,975000
"628","Bulleen",2,2,4,1237500
"629","Bulleen",2,3,3,1100000
"630","Bulleen",2,3,4,1225000
"631","Bulleen",3,2,3,905000
"632","Bulleen",3,2,4,1570000
"633","Bulleen",3,2,5,1490000
"634","Bulleen",3,4,4,1751000
"635","Bulleen",4,4,5,1730000
"636","Bullengarook",2,0,4,865000
"637","Bundoora",1,1,3,730000
"638","Bundoora",1,2,2,505000
"639","Bundoora",1,2,3,797000
"640","Bundoora",1,2,4,725000
"641","Bundoora",2,1,4,770000
"642","Bundoora",2,2,2,438000
"643","Bundoora",2,2,3,891375
"644","Bundoora",2,2,4,830000
"645","Bundoora",2,2,5,958500
"646","Bundoora",2,3,4,784000
"647","Bundoora",3,2,4,1256500
"648","Bundoora",3,2,5,1132500
"649","Burnley",1,0,3,1435000
"650","Burnley",1,1,2,1041750
"651","Burnley",1,2,2,1231010
"652","Burnley",2,1,3,1888750
"653","Burnside",2,2,3,6e+05
"654","Burnside",2,2,4,720050
"655","Burnside Heights",2,2,3,535000
"656","Burnside Heights",2,2,4,584000
"657","Burnside Heights",3,3,4,860000
"658","Burwood",1,1,1,1815000
"659","Burwood",1,1,2,650000
"660","Burwood",1,1,3,1300000
"661","Burwood",1,2,2,1350000
"662","Burwood",1,2,3,768000
"663","Burwood",1,2,5,1225000
"664","Burwood",1,3,3,1300000
"665","Burwood",2,1,3,810000
"666","Burwood",2,1,4,1495500
"667","Burwood",2,2,3,1270000
"668","Burwood",2,2,4,1262500
"669","Burwood",2,2,6,1591000
"670","Burwood",2,3,3,1410000
"671","Burwood",2,4,3,1590000
"672","Burwood",2,4,4,1750000
"673","Burwood",3,2,4,1535000
"674","Burwood",4,2,5,2150000
"675","Burwood",4,2,7,1642000
"676","Burwood",9,2,10,2315000
"677","Burwood East",1,1,3,1250000
"678","Burwood East",2,2,3,970000
"679","Burwood East",2,2,4,1146000
"680","Cairnlea",2,2,3,635000
"681","Cairnlea",2,2,4,777500
"682","Camberwell",1,1,2,677000
"683","Camberwell",1,1,3,1451250
"684","Camberwell",1,2,3,1965000
"685","Camberwell",1,3,2,1900000
"686","Camberwell",1,3,4,2110000
"687","Camberwell",1,4,4,2015000
"688","Camberwell",2,0,3,1800000
"689","Camberwell",2,0,4,2216000
"690","Camberwell",2,1,3,1690000
"691","Camberwell",2,1,4,3100000
"692","Camberwell",2,2,2,1550000
"693","Camberwell",2,2,3,1625000
"694","Camberwell",2,2,4,2175000
"695","Camberwell",2,2,5,2175000
"696","Camberwell",2,3,4,2337500
"697","Camberwell",2,3,5,2325000
"698","Camberwell",2,4,3,3400000
"699","Camberwell",2,4,4,2200000
"700","Camberwell",2,4,5,2608000
"701","Camberwell",3,0,4,1870000
"702","Camberwell",3,1,4,2987500
"703","Camberwell",3,1,5,2235000
"704","Camberwell",3,2,3,2365000
"705","Camberwell",3,2,4,2125000
"706","Camberwell",3,2,5,2450000
"707","Camberwell",3,2,6,2835000
"708","Camberwell",3,3,4,2100000
"709","Camberwell",3,4,4,2e+06
"710","Camberwell",3,6,5,2650000
"711","Camberwell",4,1,5,2600000
"712","Camberwell",4,2,5,3320000
"713","Camberwell",4,4,4,2700000
"714","Camberwell",5,1,5,2250000
"715","Campbellfield",2,2,4,666000
"716","Campbellfield",2,4,4,650000
"717","Canterbury",1,1,2,840000
"718","Canterbury",1,1,3,1587500
"719","Canterbury",1,1,4,2620000
"720","Canterbury",1,4,4,3400000
"721","Canterbury",2,1,2,816000
"722","Canterbury",2,1,3,1680000
"723","Canterbury",2,1,4,2375000
"724","Canterbury",2,2,3,1850000
"725","Canterbury",2,2,4,2837500
"726","Canterbury",2,2,5,2900000
"727","Canterbury",2,3,4,2950000
"728","Canterbury",2,4,5,2350000
"729","Canterbury",3,2,3,1920000
"730","Canterbury",3,2,4,4750000
"731","Canterbury",3,3,5,3230000
"732","Canterbury",3,4,5,2930000
"733","Canterbury",4,4,5,3550000
"734","Canterbury",5,4,5,8e+06
"735","Carlton",1,0,2,1010000
"736","Carlton",1,0,3,1e+06
